stop_frame,all_noun_classes,all_nouns
P04_121_67479.jpg,7,bowl
P04_121_67598.jpg,1,spoon
P04_121_68136.jpg,7,bowl
P04_121_68278.jpg,"7,5","bowl,pan"
P04_121_68382.jpg,7,bowl
P04_121_68422.jpg,7,bowl
P04_121_68472.jpg,"7,5","bowl,pan"
P04_121_68551.jpg,7,bowl
P04_121_7029.jpg,20,spatula
P04_121_70716.jpg,7,bowl
P04_121_70772.jpg,"7,5","bowl,pan"
P04_121_70850.jpg,7,bowl
P04_121_76026.jpg,7,bowl
P04_121_76102.jpg,7,bowl
P04_121_76226.jpg,7,bowl
P04_121_76373.jpg,0,tap
P04_121_76461.jpg,7,bowl
P04_121_7783.jpg,20,spatula
P04_121_77883.jpg,7,bowl
P04_121_77956.jpg,0,tap
P04_121_78069.jpg,"7,0","bowl,tap"
P04_121_78324.jpg,0,tap
P04_121_7878.jpg,4,knife
P04_121_78798.jpg,0,tap
P04_121_78815.jpg,0,tap
P04_121_78937.jpg,7,bowl
P04_121_79623.jpg,7,bowl
P04_121_79885.jpg,7,bowl
P04_121_80124.jpg,7,bowl
P04_121_80366.jpg,7,bowl
P04_121_8045.jpg,20,spatula
P04_121_80486.jpg,7,bowl
P04_121_80829.jpg,7,bowl
P04_121_8104.jpg,20,spatula
P04_121_81116.jpg,7,bowl
P04_121_81241.jpg,7,bowl
P04_121_81377.jpg,0,tap
P04_121_81606.jpg,0,tap
P04_121_82906.jpg,20,spatula
P04_121_83064.jpg,5,pan
P04_121_83273.jpg,5,pan
P04_121_83372.jpg,"20,5","spatula,pan"
P04_121_83454.jpg,5,pan
P04_121_83610.jpg,0,tap
P04_121_83833.jpg,0,tap
P04_121_839.jpg,20,spatula
P04_121_8409.jpg,4,knife
P04_121_84201.jpg,11,hand
P04_121_8628.jpg,4,knife
P04_121_8716.jpg,0,tap
P04_121_8840.jpg,4,knife
P04_121_8858.jpg,0,tap
P04_121_8879.jpg,4,knife
P04_121_9020.jpg,4,knife
P04_121_9256.jpg,4,knife
P04_121_9487.jpg,"4,8","knife,drawer"
P22_117_10464.jpg,9,sponge
P22_117_10510.jpg,0,tap
P22_117_10518.jpg,0,tap
P22_117_10904.jpg,21,container
P22_117_10965.jpg,21,container
P22_117_11339.jpg,6,lid
P22_117_11470.jpg,6,lid
P22_117_11643.jpg,6,lid
P22_117_11723.jpg,6,lid
P22_117_1181.jpg,7,bowl
P22_117_11847.jpg,6,lid
P22_117_11897.jpg,21,container
P22_117_119.jpg,8,drawer
P22_117_11955.jpg,21,container
P22_117_12017.jpg,6,lid
P22_117_12089.jpg,21,container
P22_117_12237.jpg,21,container
P22_117_1247.jpg,7,bowl
P22_117_12596.jpg,0,tap
P22_117_12670.jpg,17,cloth
P22_117_12762.jpg,11,hand
P22_117_12867.jpg,17,cloth
P22_117_12928.jpg,8,drawer
P22_117_13233.jpg,3,cupboard
P22_117_1324.jpg,20,spatula
P22_117_13292.jpg,12,fridge
P22_117_13367.jpg,8,drawer
P22_117_13565.jpg,8,drawer
P22_117_13675.jpg,12,fridge
P22_117_1371.jpg,8,drawer
P22_117_13724.jpg,3,cupboard
P22_117_13889.jpg,0,tap
P22_117_1404.jpg,20,spatula
P22_117_14118.jpg,0,tap
P22_117_14273.jpg,4,knife
P22_117_14564.jpg,4,knife
P22_117_14615.jpg,8,drawer
P22_117_15203.jpg,8,drawer
P22_117_17503.jpg,0,tap
P22_117_17700.jpg,0,tap
P22_117_18863.jpg,0,tap
P22_117_18916.jpg,11,hand
P22_117_18967.jpg,0,tap
P22_117_18990.jpg,11,hand
P22_117_19022.jpg,17,cloth
P22_117_19088.jpg,11,hand
P22_117_19157.jpg,17,cloth
P22_117_19262.jpg,4,knife
P22_117_196.jpg,5,pan
P22_117_2016.jpg,3,cupboard
P22_117_21148.jpg,4,knife
P22_117_21329.jpg,0,tap
P22_117_21407.jpg,0,tap
P22_117_2163.jpg,3,cupboard
P22_117_21684.jpg,4,knife
P22_117_2198.jpg,0,tap
P22_117_2225.jpg,11,hand
P22_117_2280.jpg,0,tap
P22_117_2315.jpg,11,hand
P22_117_2353.jpg,17,cloth
P22_117_23650.jpg,4,knife
P22_117_23690.jpg,0,tap
P22_117_23720.jpg,11,hand
P22_117_23752.jpg,0,tap
P22_117_23777.jpg,11,hand
P22_117_23826.jpg,17,cloth
P22_117_23856.jpg,11,hand
P22_117_23927.jpg,17,cloth
P22_117_24007.jpg,8,drawer
P22_117_24099.jpg,5,pan
P22_117_2436.jpg,11,hand
P22_117_24565.jpg,5,pan
P22_117_24659.jpg,8,drawer
P22_117_24857.jpg,5,pan
P22_117_2557.jpg,17,cloth
P22_117_2630.jpg,8,drawer
P22_117_26565.jpg,4,knife
P22_117_26837.jpg,16,onion
P22_117_269.jpg,5,pan
P22_117_27103.jpg,16,onion
P22_117_27136.jpg,16,onion
P22_117_27268.jpg,16,onion
P22_117_27409.jpg,4,knife
P22_117_27550.jpg,4,knife
P22_117_27813.jpg,16,onion
P22_117_28066.jpg,4,knife
P22_117_28175.jpg,16,onion
P22_117_28319.jpg,16,onion
P22_117_28404.jpg,4,knife
P22_117_28430.jpg,16,onion
P22_117_28707.jpg,16,onion
P22_117_29014.jpg,4,knife
P22_117_29045.jpg,16,onion
P22_117_29121.jpg,16,onion
P22_117_29227.jpg,16,onion
P22_117_29396.jpg,16,onion
P22_117_29468.jpg,0,tap
P22_117_29516.jpg,11,hand
P22_117_29541.jpg,0,tap
P22_117_29563.jpg,11,hand
P22_117_29593.jpg,17,cloth
P22_117_29654.jpg,11,hand
P22_117_29726.jpg,17,cloth
P22_117_29779.jpg,3,cupboard
P22_117_29820.jpg,10,glass
P22_117_29889.jpg,0,tap
P22_117_29920.jpg,10,glass
P22_117_29996.jpg,0,tap
P22_117_30079.jpg,10,glass
P22_117_30142.jpg,8,drawer
P22_117_30339.jpg,20,spatula
P22_117_30381.jpg,8,drawer
P22_117_3099.jpg,8,drawer
P22_117_31045.jpg,20,spatula
P22_117_31086.jpg,10,glass
P22_117_31233.jpg,10,glass
P22_117_31277.jpg,20,spatula
P22_117_31561.jpg,20,spatula
P22_117_32113.jpg,6,lid
P22_117_32171.jpg,6,lid
P22_117_32317.jpg,0,tap
P22_117_32358.jpg,11,hand
P22_117_32394.jpg,0,tap
P22_117_32412.jpg,11,hand
P22_117_32440.jpg,17,cloth
P22_117_32506.jpg,11,hand
P22_117_32603.jpg,17,cloth
P22_117_32814.jpg,3,cupboard
P22_117_32891.jpg,3,cupboard
P22_117_33360.jpg,3,cupboard
P22_117_3342.jpg,3,cupboard
P22_117_33481.jpg,3,cupboard
P22_117_33537.jpg,7,bowl
P22_117_33579.jpg,7,bowl
P22_117_33692.jpg,7,bowl
P22_117_337.jpg,6,lid
P22_117_33807.jpg,7,bowl
P22_117_3397.jpg,12,fridge
P22_117_3460.jpg,21,container
P22_117_3525.jpg,12,fridge
P22_117_35287.jpg,3,cupboard
P22_117_35381.jpg,3,cupboard
P22_117_35471.jpg,7,bowl
P22_117_35673.jpg,20,spatula
P22_117_3639.jpg,21,container
P22_117_36636.jpg,20,spatula
P22_117_36749.jpg,0,tap
P22_117_36798.jpg,9,sponge
P22_117_36871.jpg,9,sponge
P22_117_36923.jpg,9,sponge
P22_117_36989.jpg,9,sponge
P22_117_37012.jpg,0,tap
P22_117_37401.jpg,0,tap
P22_117_37453.jpg,0,tap
P22_117_3748.jpg,6,lid
P22_117_37745.jpg,9,sponge
P22_117_37770.jpg,0,tap
P22_117_3831.jpg,8,drawer
P22_117_38399.jpg,0,tap
P22_117_38418.jpg,9,sponge
P22_117_38594.jpg,4,knife
P22_117_38660.jpg,4,knife
P22_117_38704.jpg,9,sponge
P22_117_38715.jpg,0,tap
P22_117_38776.jpg,4,knife
P22_117_38865.jpg,4,knife
P22_117_39106.jpg,11,hand
P22_117_39120.jpg,0,tap
P22_117_39144.jpg,11,hand
P22_117_39177.jpg,17,cloth
P22_117_392.jpg,6,lid
P22_117_39242.jpg,11,hand
P22_117_3925.jpg,8,drawer
P22_117_39418.jpg,17,cloth
P22_117_39491.jpg,17,cloth
P22_117_39516.jpg,0,tap
P22_117_39558.jpg,17,cloth
P22_117_39593.jpg,0,tap
P22_117_39645.jpg,17,cloth
P22_117_3997.jpg,21,container
P22_117_40249.jpg,10,glass
P22_117_40307.jpg,0,tap
P22_117_40338.jpg,10,glass
P22_117_40432.jpg,0,tap
P22_117_40616.jpg,10,glass
P22_117_40676.jpg,20,spatula
P22_117_41072.jpg,20,spatula
P22_117_41497.jpg,20,spatula
P22_117_41906.jpg,8,drawer
P22_117_42035.jpg,8,drawer
P22_117_42278.jpg,17,cloth
P22_117_42711.jpg,0,tap
P22_117_42800.jpg,17,cloth
P22_117_42890.jpg,0,tap
P22_117_42932.jpg,17,cloth
P22_117_43025.jpg,17,cloth
P22_117_43069.jpg,0,tap
P22_117_43117.jpg,11,hand
P22_117_43144.jpg,0,tap
P22_117_43176.jpg,11,hand
P22_117_43211.jpg,17,cloth
P22_117_43339.jpg,11,hand
P22_117_43474.jpg,17,cloth
P22_117_43800.jpg,8,drawer
P22_117_43858.jpg,14,fork
P22_117_43939.jpg,1,spoon
P22_117_44001.jpg,14,fork
P22_117_44048.jpg,8,drawer
P22_117_44147.jpg,1,spoon
P22_117_44232.jpg,3,cupboard
P22_117_44469.jpg,2,plate
P22_117_44593.jpg,3,cupboard
P22_117_44678.jpg,2,plate
P22_117_44789.jpg,6,lid
P22_117_44914.jpg,6,lid
P22_117_45979.jpg,2,plate
P22_117_46092.jpg,2,plate
P22_117_46329.jpg,0,tap
P22_117_46422.jpg,0,tap
P22_117_46531.jpg,0,tap
P22_117_468.jpg,8,drawer
P22_117_47086.jpg,0,tap
P22_117_47127.jpg,3,cupboard
P22_117_47169.jpg,10,glass
P22_117_47321.jpg,10,glass
P22_117_47367.jpg,3,cupboard
P22_117_47422.jpg,12,fridge
P22_117_47552.jpg,12,fridge
P22_117_47615.jpg,3,cupboard
P22_117_47859.jpg,20,spatula
P22_117_48113.jpg,20,spatula
P22_117_48162.jpg,10,glass
P22_117_48240.jpg,0,tap
P22_117_48298.jpg,10,glass
P22_117_48351.jpg,0,tap
P22_117_48437.jpg,10,glass
P22_117_4853.jpg,6,lid
P22_117_529.jpg,2,plate
P22_117_5437.jpg,8,drawer
P22_117_5501.jpg,6,lid
P22_117_5560.jpg,8,drawer
P22_117_5678.jpg,6,lid
P22_117_571.jpg,3,cupboard
P22_117_5748.jpg,"6,21","lid,container"
P22_117_5911.jpg,"6,21","lid,container"
P22_117_6219.jpg,21,container
P22_117_6299.jpg,21,container
P22_117_6428.jpg,1,spoon
P22_117_6512.jpg,3,cupboard
P22_117_6613.jpg,3,cupboard
P22_117_664.jpg,2,plate
P22_117_7293.jpg,0,tap
P22_117_7392.jpg,9,sponge
P22_117_7422.jpg,9,sponge
P22_117_746.jpg,3,cupboard
P22_117_7524.jpg,9,sponge
P22_117_7595.jpg,9,sponge
P22_117_7616.jpg,0,tap
P22_117_7723.jpg,1,spoon
P22_117_7811.jpg,1,spoon
P22_117_7899.jpg,1,spoon
P22_117_8307.jpg,21,container
P22_117_8337.jpg,0,tap
P22_117_8497.jpg,21,container
P22_117_8646.jpg,21,container
P22_117_8690.jpg,21,container
P22_117_8750.jpg,6,lid
P22_117_8839.jpg,6,lid
P22_117_8936.jpg,6,lid
P22_117_9063.jpg,21,container
P22_117_9204.jpg,0,tap
P22_117_9272.jpg,6,lid
P22_117_9355.jpg,6,lid
P22_117_9696.jpg,6,lid
P22_117_9739.jpg,0,tap
P22_117_9754.jpg,21,container
P22_117_9881.jpg,21,container
